claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,next_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_measurement_period,period_alignment_status,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,in_ready,mapping_exclusion_code,mapping_exclusion_reason,mapping_gate,mapping_gate_reason,enrichment_actions
A0006-SP95A2256265,A0006-SP95A2256265-m2,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.","자동차 수출은 하반기 주요 완성차·부품업계 파업 등에 따른 일부 생산 차질 영향으로 전년도와 보합세인 708억 달러(-0.1%)를 기록하였으며, 2년 연속 700억 달러 이상의 호실적을 이어갔다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",국내공식통계,N,무역,선박 수출액,"LNG 운반선, 대형 컨테이너선, 고부가 선박",-,-,-,선박,-,-,-,2024,-,Y,확정,256억 달러,KOSIS_VALUE,hcx,선박 수출액,선박,2024,Y,hcx,현재값,25600000000,-,-,N,달러,수준값,증가,전년,"선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,선박 수출,선박,2024,Y,2024,,달러,달러,currency,amount,vehicle,,Y,Y,,,READY,ELIGIBLE,
A0006-SP4B17AE5654,A0006-SP4B17AE5654-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.","바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",국내공식통계,Y,무역,석유화학 수출액,"석유화학, 수출액, 수출단가, 수출물량",-,-,-,석유화학,-,-,-,2024,-,Y,확정,480억 달러,KOSIS_VALUE,hcx,석유화학 수출액,석유화학,2024,Y,hcx,현재값,48000000000,-,-,N,달러,수준값,증가,전년,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,석유화학 수출액,석유화학,2024,Y,2024,,달러,달러,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,
A0006-SP4B17AE5654,A0006-SP4B17AE5654-m2,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.","선박 수출은 2021년 높은 선가로 수주한 LNG 운반선, 대형 컨테이너선 등 고부가 선박이 본격 수출되면서 두 자릿수(18%) 증가한 256억 달러를 기록했다.","바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",국내공식통계,Y,무역,석유화학 수출액 증감률,"석유화학, 수출액, 수출단가, 수출물량",-,-,-,석유화학,-,-,-,2024,-,Y,확정,5%,KOSIS_VALUE,hcx,석유화학 수출액 증감률,석유화학,2024,Y,hcx,증감률,5,-,-,N,%,증감률,증가,전년,"석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,석유화학 수출액,석유화학,2024,Y,2024,,%,%,rate,rate_change,item,2023,Y,Y,,,READY,ELIGIBLE,
A0006-SPA4FBC97BC2,A0006-SPA4FBC97BC2-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,국내공식통계,N,무역,바이오헬스 수출 증감률,"수출, 역대 최대, 경신",-,-,-,바이오헬스,-,-,-,2024,-,Y,확정,13.1%,KOSIS_VALUE,hcx,바이오헬스 수출 증감률,바이오헬스,2024,Y,hcx,증감률,13.1,-,-,N,%,증감률,증가,전년,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,"바이오헬스, 농수산식품, 화장품",2024,Y,2024,,%,%,rate,rate_change,item,2023,Y,Y,,,READY,ELIGIBLE,
A0006-SPA4FBC97BC2,A0006-SPA4FBC97BC2-m2,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,국내공식통계,N,무역,바이오헬스 수출액,"수출, 역대 최대, 경신",-,-,-,바이오헬스,-,-,-,2024,-,Y,확정,151억 달러,KOSIS_VALUE,hcx,바이오헬스 수출액,바이오헬스,2024,Y,hcx,현재값,15100000000,-,-,N,달러,수준값,증가,전년,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,"바이오헬스, 농수산식품, 화장품",2024,Y,2024,,달러,달러,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,
A0006-SPA4FBC97BC2,A0006-SPA4FBC97BC2-m3,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,국내공식통계,N,무역,농수산식품 수출 증감률,"수출, 역대 최대, 경신",-,-,-,농수산식품,-,-,-,2024,-,Y,확정,7.6%,KOSIS_VALUE,hcx,농수산식품 수출 증감률,농수산식품,2024,Y,hcx,증감률,7.6,-,-,N,%,증감률,증가,전년,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,"바이오헬스, 농수산식품, 화장품",2024,Y,2024,,%,%,rate,rate_change,item,2023,Y,Y,,,READY,ELIGIBLE,
A0006-SPA4FBC97BC2,A0006-SPA4FBC97BC2-m4,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,국내공식통계,N,무역,농수산식품 수출액,"수출, 역대 최대, 경신",-,-,-,농수산식품,-,-,-,2024,-,Y,확정,117억 달러,KOSIS_VALUE,hcx,농수산식품 수출액,농수산식품,2024,Y,hcx,현재값,11700000000,-,-,N,달러,수준값,증가,전년,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,"바이오헬스, 농수산식품, 화장품",2024,Y,2024,,달러,달러,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,
A0006-SPA4FBC97BC2,A0006-SPA4FBC97BC2-m5,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,국내공식통계,N,무역,화장품 수출액,"수출, 역대 최대, 경신",-,-,-,화장품,-,-,-,2024,-,Y,확정,102억 달러,KOSIS_VALUE,hcx,화장품 수출액,화장품,2024,Y,hcx,현재값,10200000000,-,-,N,달러,수준값,증가,전년,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,"바이오헬스, 농수산식품, 화장품",2024,Y,2024,,달러,달러,currency,amount,item,,Y,Y,,,READY,ELIGIBLE,
A0006-SPA4FBC97BC2,A0006-SPA4FBC97BC2-m6,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.","석유화학 수출은 480억 달러로, 하반기 유가 하락에 따른 수출단가 하락에도 불구하고 수출물량이 확대되면서 5% 증가했다.",◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,국내공식통계,N,무역,화장품 수출 증감률,"수출, 역대 최대, 경신",-,-,-,화장품,-,-,-,2024,-,Y,확정,20.6%,KOSIS_VALUE,hcx,화장품 수출 증감률,화장품,2024,Y,hcx,증감률,20.6,-,-,N,%,증감률,증가,전년,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,"바이오헬스, 농수산식품, 화장품",2024,Y,2024,,%,%,rate,rate_change,item,2023,Y,Y,,,READY,ELIGIBLE,
A0006-SP9461F3F4FE,A0006-SP9461F3F4FE-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",15개월 연속 플러스 흐름을 이어간 것이다.,국내공식통계,Y,무역,총수출액,"수출, 달러, 역대 최대, 경신",-,-,-,,-,-,-,2024,-,M,확정,614억달러,KOSIS_VALUE,hcx,총수출액,-,2024,M,hcx,현재값,61400000000,-,-,N,달러,수준값,증가,전년동월,지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,,2024,M,2024,,달러,달러,currency,amount,unspecified,,Y,Y,,,READY,ELIGIBLE,
A0006-SP9461F3F4FE,A0006-SP9461F3F4FE-m2,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,◇12월 수출 6.6% 늘어난 614억달러...수출 증가율 5개월 만에 반등 한편 이날 동시에 발표된 지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,"바이오헬스 수출은 바이오시밀러 등 의약품을 중심으로 전년 대비 13.1% 증가한 151억 달러를 기록했으며, 전 세계적으로 K푸드, K뷰티 선호가 확대되면서 농수산식품 수출은 117억 달러(7.6%), 화장품 수출(102억 달러, +20.6%)은 처음으로 100억 달러를 돌파하면서 역대 최대 수출실적을 경신했다.",15개월 연속 플러스 흐름을 이어간 것이다.,국내공식통계,Y,무역,수출 증가율,"수출, 달러, 역대 최대, 경신",-,-,-,,-,-,-,2024,-,M,확정,6.6%,KOSIS_VALUE,hcx,수출 증가율,-,2024,M,hcx,증감률,6.6,-,-,N,%,증감률,증가,전년동월,지난 12월 수출액은 614억달러로 전년 동월 대비 6.6% 증가했다.,high,N,-,Y,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,,2024,M,2024,,%,%,rate,rate_change,unspecified,2023,Y,Y,,,READY,ELIGIBLE,
A0006-SP270B11DBD0,A0006-SP270B11DBD0-m1,A0006,"2024년 수출, 6838억달러로 ‘역대 최대’ 경신",2025-01-01,https://www.chosun.com/economy/industry-company/2025/01/01/2UPTGREAPRAWRG4XUBRMLONSKY,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,"전년 대비 월간 수출 증가율은 8월(11%), 9월(7.5%), 10월(4.6%), 11월(1.4%)로 계속 감소 중이었으나, 12월에 6.6%로 반등에 성공한 것이다.",-,국내공식통계,Y,무역,수출 증가율,"수출, 반도체, 증가율, 달러",-,-,-,반도체,-,-,-,202412,-,M,확정,31.5%,KOSIS_VALUE,hcx,수출 증가율,반도체,202412,M,hcx,증감률,31.5,-,-,N,%,증감률,증가,전년동월,12월 수출도 한국의 최대 수출 품목인 반도체가 31.5% 증가한 145억 달러를 기록하며 호실적을 이끌었다.,high,N,-,N,0,0,HCX-007,v1.6-early-kosis-context,2026-07-30,수출액,반도체,202412,M,202412,,%,%,rate,rate_change,item,202312,Y,Y,,,READY,ELIGIBLE,
