claim_id,claim_measurement_id,article_id,title,date,url,claim_text,prev_sentence,prev_prev_sentence,claim_domain_scope,is_recurring_series,metric_domain,indicator,keywords,region,age_group,gender,industry_or_item,population_etc,origin_country,destination_country,period,period_end,prd_se,time_resolution_status,measurement_text,measurement_usage,measurement_source,measurement_indicator,measurement_item,measurement_period,measurement_prd_se,measurement_binding_source,measurement_role,value,value_min,value_max,value_approximate,unit,value_type,direction,change_base,evidence_text,extraction_confidence,needs_review,review_reason,measurement_repaired,measurement_fallback_count,measurement_binding_fallback_count,extraction_model,prompt_version,extracted_at,claim_indicator,claim_industry_or_item,claim_period,claim_prd_se,raw_unit,canonical_unit,unit_dimension,semantic_type,entity_type,comparison_period,mapping_eligible,mapping_exclusion_code,mapping_exclusion_reason
A0023-C026,A0023-C026-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,다만 11월 소매판매는 전년 동월과 비교하면 1.9% 줄어 부진한 흐름을 이어갔다.,소비 지표인 소매판매는 9월(-0.3%)과 10월(-0.8%) 2달 연속 감소하다가 11월 0.4% 증가세로 돌아섰다.,특히 건축·토목 공사 실적을 뜻하는 건설기성은 작년 11월 0.2% 감소해 5월(-4.6%)부터 7개월 연속 마이너스 행진을 이어갔다.,국내공식통계,Y,소매·소비,소매판매,"경제성장률, 소매판매, 건설기성",-,-,-,,-,-,-,2024Q4,-,Q,확정,1.9%,KOSIS_VALUE,hcx,소매판매,-,2024Q4,Q,hcx,현재값,1.9,-,-,N,%,수준값,감소,전년동기,다만 11월 소매판매는 전년 동월과 비교하면 1.9% 줄어 부진한 흐름을 이어갔다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,소매판매,,2024Q4,Q,%,%,rate,level,unspecified,,Y,,
A0023-C031,A0023-C031-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",경기가 일시적으로 나쁜 것이 아니라 성장률이 경제의 기초 체력을 뜻하는 잠재 성장률에도 미치지 못하는 저성장 터널로 들어서고 있다는 우려가 나온다.,"정부의 작년 성장률 전망치는 2.2%로 주요 기관의 잠재 성장률 추정치를 웃돌지만, 내년 전망치는 잠재 성장률에 못 미친다.",국내공식통계,Y,물가,물가 상승률,"경제성장률, 소비자 물가 상승률, 잠재 성장률",-,-,-,,-,-,-,2025,-,Y,확정,1.8%,KOSIS_VALUE,hcx,물가 상승률,-,2025,Y,hcx,현재값,1.8,-,-,N,%,증감률,증가,전년,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,v1.6-prev2-context,2026-07-30,물가 상승률,,2025,Y,%,%,rate,rate_change,unspecified,2024,Y,,
A0023-C031,A0023-C031-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",경기가 일시적으로 나쁜 것이 아니라 성장률이 경제의 기초 체력을 뜻하는 잠재 성장률에도 미치지 못하는 저성장 터널로 들어서고 있다는 우려가 나온다.,"정부의 작년 성장률 전망치는 2.2%로 주요 기관의 잠재 성장률 추정치를 웃돌지만, 내년 전망치는 잠재 성장률에 못 미친다.",국내공식통계,Y,물가,물가 상승률,"경제성장률, 소비자 물가 상승률, 잠재 성장률",-,-,-,,-,-,-,2024,-,Y,확정,2.1%,KOSIS_VALUE,hcx,물가 상승률,-,2024,Y,hcx,이전값,2.1,-,-,N,%,증감률,증가,전년,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,v1.6-prev2-context,2026-07-30,물가 상승률,,2025,Y,%,%,rate,rate_change,unspecified,2023,Y,,
A0023-C031,A0023-C031-m3,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",경기가 일시적으로 나쁜 것이 아니라 성장률이 경제의 기초 체력을 뜻하는 잠재 성장률에도 미치지 못하는 저성장 터널로 들어서고 있다는 우려가 나온다.,"정부의 작년 성장률 전망치는 2.2%로 주요 기관의 잠재 성장률 추정치를 웃돌지만, 내년 전망치는 잠재 성장률에 못 미친다.",국내공식통계,Y,물가,물가 상승률 변화폭,"경제성장률, 소비자 물가 상승률, 잠재 성장률",-,-,-,,-,-,-,2025,-,Y,확정,0.3%포인트,KOSIS_VALUE,hcx,물가 상승률 변화폭,-,2025,Y,hcx,증감률,0.3,-,-,N,%,증감률,감소,전년,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",high,Y,measurement_rule_fallback:1,Y,1,0,HCX-007,v1.6-prev2-context,2026-07-30,물가 상승률,,2025,Y,%,%,rate,rate_change,unspecified,2024,Y,,
A0023-C033,A0023-C033-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,정부 전망대로 1%대 물가 상승률이 현실화활 경우 코로나 대유행 여파로 물가 상승률이 0.5%에 그쳤던 2020년 이후 5년 만에 처음으로 한국은행의 물가 안정 목표치를 밑돌게 된다.,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",국내공식통계,N,물가,물가 상승률,"경제성장률, 물가 상승률, 한국은행, 물가 안정 목표",-,-,-,,-,-,-,2025,-,Y,확정,1%,KOSIS_VALUE,hcx,물가 상승률,-,2025,Y,hcx,증감률,1,-,-,N,%,증감률,증가,전년,정부 전망대로 1%대 물가 상승률이 현실화활 경우 코로나 대유행 여파로 물가 상승률이 0.5%에 그쳤던 2020년 이후 5년 만에 처음으로 한국은행의 물가 안정 목표치를 밑돌게 된다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,물가 상승률,,2025,Y,%,%,rate,rate_change,unspecified,2024,Y,,
A0023-C033,A0023-C033-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,정부 전망대로 1%대 물가 상승률이 현실화활 경우 코로나 대유행 여파로 물가 상승률이 0.5%에 그쳤던 2020년 이후 5년 만에 처음으로 한국은행의 물가 안정 목표치를 밑돌게 된다.,작년 11월말 한국은행 전망치(1.9%)보다도 0.1%포인트 낮다.,"◇물가 상승률 전망도 물가안정 목표 밑돌아 정부는 올해 소비자 물가 상승률도 1.8%로 전망해, 6개월 전 전망치(2.1%)보다 0.3%포인트 낮춰잡았다.",국내공식통계,N,물가,물가 상승률,"경제성장률, 물가 상승률, 한국은행, 물가 안정 목표",-,-,-,,-,-,-,2020,-,Y,확정,0.5%,KOSIS_VALUE,hcx,물가 상승률,-,2020,Y,hcx,증감률,0.5,-,-,N,%,증감률,증가,전년,정부 전망대로 1%대 물가 상승률이 현실화활 경우 코로나 대유행 여파로 물가 상승률이 0.5%에 그쳤던 2020년 이후 5년 만에 처음으로 한국은행의 물가 안정 목표치를 밑돌게 된다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,물가 상승률,,2025,Y,%,%,rate,rate_change,unspecified,2019,Y,,
A0023-C038,A0023-C038-m1,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",저출산·고령화 장기화로 생산연령인구(15~64세)가 줄어드는 가운데 경기 부진세가 이어지면서 올해 취업자 수도 12만명 늘어나는 데 그칠 것으로 정부는 전망했다.,성장률과 물가 상승률이 모두 2%를 밑돈 경우는 2020년이 마지막이었다.,국내공식통계,Y,고용,취업자 수 증가폭,"경제성장률, 물가 상승률, 생산연령인구, 취업자 수",-,-,-,,-,-,-,2024,-,Y,확정,17만명,KOSIS_VALUE,hcx,취업자 수 증가폭,-,2024,Y,hcx,이전값,170000,-,-,N,명,수준값,증가,전년,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,취업자 수 증가폭,,2025,Y,명,명,person_count,count,person,,Y,,
A0023-C038,A0023-C038-m2,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",저출산·고령화 장기화로 생산연령인구(15~64세)가 줄어드는 가운데 경기 부진세가 이어지면서 올해 취업자 수도 12만명 늘어나는 데 그칠 것으로 정부는 전망했다.,성장률과 물가 상승률이 모두 2%를 밑돈 경우는 2020년이 마지막이었다.,국내공식통계,Y,고용,취업자 수 증가폭,"경제성장률, 물가 상승률, 생산연령인구, 취업자 수",-,-,-,,-,-,-,2025,-,Y,확정,5만명,KOSIS_VALUE,hcx,취업자 수 증가폭,-,2025,Y,hcx,증감값,50000,-,-,N,명,수준값,감소,전년,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,취업자 수 증가폭,,2025,Y,명,명,person_count,count,person,,Y,,
A0023-C038,A0023-C038-m3,A0023,정부 “올해 경제성장률 1.8%”… 한은 전망보다 더 낮췄다,2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/FWT5PD42TZED7JTIXYCIECCFRE,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",저출산·고령화 장기화로 생산연령인구(15~64세)가 줄어드는 가운데 경기 부진세가 이어지면서 올해 취업자 수도 12만명 늘어나는 데 그칠 것으로 정부는 전망했다.,성장률과 물가 상승률이 모두 2%를 밑돈 경우는 2020년이 마지막이었다.,국내공식통계,Y,고용,취업자 수 감소폭,"경제성장률, 물가 상승률, 생산연령인구, 취업자 수",-,-,-,,-,-,-,2020,-,Y,확정,21만8000명,KOSIS_VALUE,hcx,취업자 수 감소폭,-,2020,Y,hcx,참고값,218000,-,-,N,명,수준값,감소,특정시점,"올해 취업자 수 증가폭은 작년(17만명·정부 전망치)보다 5만명 줄어든 것으로, 코로나로 취업자 수가 21만8000명 줄어든 2020년 이후 가장 낮은 증가폭이다.",high,N,-,Y,0,0,HCX-007,v1.6-prev2-context,2026-07-30,취업자 수 증가폭,,2025,Y,명,명,person_count,count,person,,Y,,
A0024-C001,A0024-C001-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,,,국내공식통계,N,재정·조세,정부 차입금,"정부, 세수 부족, 한국은행, 차입금",-,-,-,,-,-,-,2024,-,Y,확정,170조원,KOSIS_VALUE,hcx,정부 차입금,-,2024,Y,hcx,현재값,170000000000000,-,-,N,원,수준값,-,전년,정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 차입금,,2024,Y,원,원,currency,amount,unspecified,,Y,,
A0024-C002,A0024-C002-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",정부가 지난해 세수 부족으로 한국은행에서 170조원 넘는 돈을 빌려 쓴 것으로 나타났다.,,국내공식통계,N,재정·조세,정부 차입금,"정부, 세수 부족, 한국은행, 차입",-,-,-,,-,-,-,2024,-,Y,확정,173조원,KOSIS_VALUE,hcx,정부 차입금,-,2024,Y,hcx,현재값,173000000000000,-,-,N,원,수준값,-,전년,정부가 지난해 세수 부족으로 한국은행에서 누적으로 따져 총 173조원을 일시 차입했다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 차입금,,2024,Y,원,원,currency,amount,unspecified,,Y,,
A0024-C004,A0024-C004-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,이는 관련 통계를 확인할 수 있는 2011년 이후 역대 최대 규모다.,"1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",국내공식통계,N,재정·조세,정부 한국은행 차입금,"한국은행, 차입금, 재정, 조세",-,-,-,,-,-,-,2023,-,Y,확정,117조6000억원,KOSIS_VALUE,hcx,정부 한국은행 차입금,-,2023,Y,hcx,이전값,117600000000000,-,-,N,원,수준값,증가,전년,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 한국은행 차입금,,2024,Y,원,원,currency,amount,unspecified,,Y,,
A0024-C004,A0024-C004-m2,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,이는 관련 통계를 확인할 수 있는 2011년 이후 역대 최대 규모다.,"1일 더불어민주당 임광현 의원이 한은에서 제출받은 자료에 따르면, 정부는 지난해 한은에서 누적으로 따져 총 173조원을 일시 차입했다.",국내공식통계,N,재정·조세,정부 한국은행 차입금 증가율,"한국은행, 차입금, 재정, 조세",-,-,-,,-,-,-,2023,-,Y,확정,47%,KOSIS_VALUE,hcx,정부 한국은행 차입금 증가율,-,2023,Y,hcx,증감률,47,-,-,N,%,증감률,증가,전년동기,종전 최대인 2023년의 117조6000억원보다 47% 늘었다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 한국은행 차입금,,2024,Y,%,%,rate,rate_change,unspecified,2022,Y,,
A0024-C009,A0024-C009-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,정부가 한은 일시 대출을 많이 받을수록 세출에 비해 세입이 부족해 재원을 임시변통하는 일이 잦아졌다는 의미다.,"개인이 은행에서 마이너스 통장(신용한도 대출)을 열어놓고, 필요할 때 수시로 자금을 꺼내 쓰고 여윳돈이 생기면 갚는 것과 비슷하다.",국내공식통계,N,재정·조세,정부 연간 누적 대출,"정부, 세수 부족, 한국은행, 대출",-,-,-,,-,-,-,2019,-,Y,확정,36조5072억원,KOSIS_VALUE,hcx,정부 연간 누적 대출,-,2019,Y,hcx,이전값,36507200000000,-,-,N,원,수준값,유지,전년,정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 연간 누적 대출,,2020,Y,원,원,currency,amount,unspecified,,Y,,
A0024-C009,A0024-C009-m2,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,정부가 한은 일시 대출을 많이 받을수록 세출에 비해 세입이 부족해 재원을 임시변통하는 일이 잦아졌다는 의미다.,"개인이 은행에서 마이너스 통장(신용한도 대출)을 열어놓고, 필요할 때 수시로 자금을 꺼내 쓰고 여윳돈이 생기면 갚는 것과 비슷하다.",국내공식통계,N,재정·조세,정부 연간 누적 대출,"정부, 세수 부족, 한국은행, 대출",-,-,-,,-,-,-,2020,-,Y,확정,102조9130억원,KOSIS_VALUE,hcx,정부 연간 누적 대출,-,2020,Y,hcx,현재값,102913000000000,-,-,N,원,수준값,증가,전년,정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 연간 누적 대출,,2020,Y,원,원,currency,amount,unspecified,,Y,,
A0024-C010,A0024-C010-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,정부가 한은 일시 대출을 많이 받을수록 세출에 비해 세입이 부족해 재원을 임시변통하는 일이 잦아졌다는 의미다.,국내공식통계,N,재정·조세,정부 한국은행 대출금,"정부, 한국은행, 대출, 세수 부족",-,-,-,,-,-,-,2021,-,Y,확정,7조6130억원,KOSIS_VALUE,hcx,정부 한국은행 대출금,-,2021,Y,hcx,현재값,7613000000000,-,-,N,원,수준값,감소,전년,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 한국은행 대출금,,2023,Y,원,원,currency,amount,unspecified,,Y,,
A0024-C010,A0024-C010-m2,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,정부가 한은 일시 대출을 많이 받을수록 세출에 비해 세입이 부족해 재원을 임시변통하는 일이 잦아졌다는 의미다.,국내공식통계,N,재정·조세,정부 한국은행 대출금,"정부, 한국은행, 대출, 세수 부족",-,-,-,,-,-,-,2022,-,Y,확정,34조2000억원,KOSIS_VALUE,hcx,정부 한국은행 대출금,-,2022,Y,hcx,현재값,34200000000000,-,-,N,원,수준값,감소,전년,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 한국은행 대출금,,2023,Y,원,원,currency,amount,unspecified,,Y,,
A0024-C010,A0024-C010-m3,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,정부가 한은 일시 대출을 많이 받을수록 세출에 비해 세입이 부족해 재원을 임시변통하는 일이 잦아졌다는 의미다.,국내공식통계,N,재정·조세,정부 한국은행 대출금,"정부, 한국은행, 대출, 세수 부족",-,-,-,,-,-,-,2023,-,Y,확정,117조6000억원,KOSIS_VALUE,hcx,정부 한국은행 대출금,-,2023,Y,hcx,현재값,117600000000000,-,-,N,원,수준값,감소,전년,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 한국은행 대출금,,2023,Y,원,원,currency,amount,unspecified,,Y,,
A0024-C011,A0024-C011-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",정부의 연간 누적 대출은 2019년 36조5072억원에서 코로나 팬데믹이 터졌던 2020년 102조9130억원으로 크게 뛰었다.,국내공식통계,N,재정·조세,정부 일시 대출 이자,"정부, 세수 부족, 한국은행, 이자",-,-,-,,-,-,-,2024,-,Y,확정,2092억원,KOSIS_VALUE,hcx,정부 일시 대출 이자,-,2024,Y,hcx,현재값,209200000000,-,-,N,원,수준값,-,전년,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 일시 대출 이자,,2024,Y,원,원,currency,amount,unspecified,,Y,,
A0024-C012,A0024-C012-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,역시 2023년 연간 이자(1506억원)를 크게 웃도는 역대 최대 수준이다.,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,"이후 2021년 7조6130억원, 2022년 34조2000억원 등으로 줄었다가 세수 펑크가 커진 2023년 117조6000억원으로 다시 급증했다.",국내공식통계,N,재정·조세,정부 한국은행 대출 이자,"한국은행, 세수 부족, 이자",-,-,-,,-,-,-,2023,-,Y,확정,1506억원,KOSIS_VALUE,hcx,정부 한국은행 대출 이자,-,2023,Y,hcx,현재값,150600000000,-,-,N,원,수준값,유지,전년,역시 2023년 연간 이자(1506억원)를 크게 웃도는 역대 최대 수준이다.,high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,정부 한국은행 대출 이자,,2023,Y,원,원,currency,amount,unspecified,,Y,,
A0024-C013,A0024-C013-m1,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"다만 대출 이자율은 시중 금리 하락세에 따라 지난해 1분기(1~3월) 연 3.623%에서 2분기 연 3.563%, 3분기 연 3.543%, 4분기 연 3.302% 등으로 점차 낮아졌다.",역시 2023년 연간 이자(1506억원)를 크게 웃도는 역대 최대 수준이다.,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,국내공식통계,N,재정·조세,대출 이자율,"정부, 세수 부족, 한국은행, 대출, 이자율",-,-,-,,-,-,-,2024Q1,-,Q,확정,3.623%,KOSIS_VALUE,hcx,대출 이자율,-,2024Q1,Q,hcx,현재값,3.623,-,-,N,%,수준값,감소,전분기,"다만 대출 이자율은 시중 금리 하락세에 따라 지난해 1분기(1~3월) 연 3.623%에서 2분기 연 3.563%, 3분기 연 3.543%, 4분기 연 3.302% 등으로 점차 낮아졌다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,대출 이자율,,2024Q1,Q,%,%,rate,level,unspecified,,Y,,
A0024-C013,A0024-C013-m2,A0024,"정부, 작년 세수 부족으로 韓銀서 170조원 빌려 썼다",2025-01-02,https://www.chosun.com/economy/economy_general/2025/01/02/LYWZZSQ6I5AVJDNTRW6KAK6ORY,"다만 대출 이자율은 시중 금리 하락세에 따라 지난해 1분기(1~3월) 연 3.623%에서 2분기 연 3.563%, 3분기 연 3.543%, 4분기 연 3.302% 등으로 점차 낮아졌다.",역시 2023년 연간 이자(1506억원)를 크게 웃도는 역대 최대 수준이다.,지난해 이 같은 일시 대출에 따라 정부가 부담한 이자는 2092억원에 달한 것으로 집계됐다.,국내공식통계,N,재정·조세,대출 이자율,"정부, 세수 부족, 한국은행, 대출, 이자율",-,-,-,,-,-,-,2024Q2,-,Q,확정,3.563%,KOSIS_VALUE,hcx,대출 이자율,-,2024Q2,Q,hcx,이전값,3.563,-,-,N,%,수준값,감소,전분기,"다만 대출 이자율은 시중 금리 하락세에 따라 지난해 1분기(1~3월) 연 3.623%에서 2분기 연 3.563%, 3분기 연 3.543%, 4분기 연 3.302% 등으로 점차 낮아졌다.",high,N,-,N,0,0,HCX-007,v1.6-prev2-context,2026-07-30,대출 이자율,,2024Q1,Q,%,%,rate,level,unspecified,,Y,,
